Locality_Infra_Score,avg_conversion_rate
5.90903,1.0000
7.42785,1.0000
5.4464,1.0000
5.14705,1.0000
7.84379,1.0000
8.79904,1.0000
5.3749,1.0000
9.98209,1.0000
6.78805,1.0000
7.40309,1.0000
6.34077,1.0000
9.11631,1.0000
5.36897,1.0000
7.77654,1.0000
9.72349,1.0000
6.54683,1.0000
5.19947,1.0000
5.10162,1.0000
7.7958,1.0000
6.26078,1.0000
7.21425,1.0000
7.07408,1.0000
5.35419,1.0000
9.80783,1.0000
8.83978,1.0000
7.54523,1.0000
6.3932,1.0000
6.37932,1.0000
9.2018,1.0000
8.36629,1.0000
5.66915,1.0000
8.74901,1.0000
8.07719,1.0000
7.70208,1.0000
9.87047,1.0000
9.23809,1.0000
5.55238,1.0000
7.73054,1.0000
7.74037,1.0000
8.09585,1.0000
8.50688,1.0000
8.2332,1.0000
6.56532,1.0000
9.82114,1.0000
5.50557,1.0000
7.80008,1.0000
7.43441,1.0000
6.16475,1.0000
6.77978,1.0000
5.5597,1.0000
9.21737,1.0000
6.08084,1.0000
7.07473,1.0000
9.0909,1.0000
5.14861,1.0000
5.37076,1.0000
7.67368,1.0000
7.2971,1.0000
9.73711,1.0000
6.41096,1.0000
5.45886,1.0000
7.99345,1.0000
5.69888,1.0000
5.54574,1.0000
7.05558,1.0000
9.58757,1.0000
5.26909,1.0000
7.9127,1.0000
5.76608,1.0000
7.6188,1.0000
8.82312,1.0000
5.89987,1.0000
8.20385,1.0000
9.91839,1.0000
8.40422,1.0000
8.54628,1.0000
6.98364,1.0000
6.34171,1.0000
6.03082,1.0000
7.92498,1.0000
9.76331,1.0000
9.81432,1.0000
9.58119,1.0000
9.69662,1.0000
7.04133,1.0000
6.99566,1.0000
7.50457,1.0000
5.49872,1.0000
7.58671,1.0000
8.51368,1.0000
5.98736,1.0000
5.68059,1.0000
8.39766,1.0000
5.40954,1.0000
9.34698,1.0000
6.42175,1.0000
6.30996,1.0000
8.70442,1.0000
5.0517,1.0000
6.44181,1.0000
6.32881,1.0000
9.66534,1.0000
6.55469,1.0000
7.86628,1.0000
6.31517,1.0000
5.09276,1.0000
6.06727,1.0000
8.74439,1.0000
8.76535,1.0000
8.71736,1.0000
6.78743,1.0000
6.58481,1.0000
9.3069,1.0000
9.7283,1.0000
8.27021,1.0000
7.06461,1.0000
6.37476,1.0000
8.8473,1.0000
6.52738,1.0000
9.64922,1.0000
7.86669,1.0000
7.67078,1.0000
9.57855,1.0000
6.79939,1.0000
7.94712,1.0000
9.97966,1.0000
6.6362,1.0000
9.19136,1.0000
7.25218,1.0000
6.75523,1.0000
9.33309,1.0000
8.35208,1.0000
6.86453,1.0000
6.42968,1.0000
6.23228,1.0000
8.46051,1.0000
8.69327,1.0000
9.6991,1.0000
8.69691,1.0000
5.77524,1.0000
7.36114,1.0000
5.17465,1.0000
7.16162,1.0000
9.75006,1.0000
5.91812,1.0000
7.02622,1.0000
5.96127,1.0000
8.39733,1.0000
7.08039,1.0000
8.65464,1.0000
6.48532,1.0000
7.16886,1.0000
5.30058,1.0000
6.10662,1.0000
7.26348,1.0000
9.22878,1.0000
5.3037,1.0000
5.68944,1.0000
7.49364,1.0000
6.9661,1.0000
5.78789,1.0000
6.47339,1.0000
8.56739,1.0000
7.87975,1.0000
5.54523,1.0000
6.96394,1.0000
7.28713,1.0000
8.73447,1.0000
7.20607,1.0000
7.30453,1.0000
5.1143,1.0000
7.35049,1.0000
6.54463,1.0000
9.12452,1.0000
6.01752,1.0000
8.33482,1.0000
8.82541,1.0000
8.72973,1.0000
9.63999,1.0000
9.64633,1.0000
9.1464,1.0000
7.29556,1.0000
7.65708,1.0000
7.92426,1.0000
7.64931,1.0000
8.491,1.0000
7.12992,1.0000
7.32049,1.0000
8.19656,1.0000
9.71046,1.0000
6.20448,1.0000
5.62991,1.0000
7.04661,1.0000
6.7181,1.0000
8.36823,1.0000
7.6802,1.0000
7.41905,1.0000
6.77687,1.0000
7.52796,1.0000
9.4285,1.0000
9.15836,1.0000
6.40929,1.0000
7.61769,1.0000
9.44548,1.0000
5.333,1.0000
9.95823,1.0000
9.04891,1.0000
7.82154,1.0000
9.581,1.0000
7.11577,1.0000
5.92748,1.0000
9.24874,1.0000
5.72245,1.0000
7.10763,1.0000
7.82143,1.0000
9.9984,1.0000
8.1651,1.0000
9.12713,1.0000
7.24351,1.0000
7.32532,1.0000
5.62627,1.0000
6.80825,1.0000
7.41701,1.0000
8.87541,1.0000
9.64569,1.0000
7.48099,1.0000
5.97531,1.0000
6.07878,1.0000
9.0042,1.0000
8.97154,1.0000
5.95565,1.0000
7.85816,1.0000
9.68725,1.0000
8.86907,1.0000
6.6762,1.0000
7.75978,1.0000
9.34168,1.0000
9.97014,1.0000
7.72258,1.0000
7.20239,1.0000
6.9685,1.0000
9.84735,1.0000
9.65992,1.0000
5.84421,1.0000
6.79378,1.0000
5.63879,1.0000
9.03829,1.0000
7.07221,1.0000
5.74445,1.0000
9.15057,1.0000
6.9982,1.0000
8.11927,1.0000
8.05511,1.0000
9.0233,1.0000
6.92922,1.0000
5.36513,1.0000
7.87966,1.0000
6.01115,1.0000
7.02323,1.0000
7.02984,1.0000
6.51262,1.0000
8.30779,1.0000
7.80549,1.0000
7.29864,1.0000
9.77085,1.0000
8.52198,1.0000
7.62847,1.0000
9.99,1.0000
5.03545,1.0000
7.90418,1.0000
8.9257,1.0000
7.69698,1.0000
7.12623,1.0000
7.71435,1.0000
8.22153,1.0000
9.10554,1.0000
5.83375,1.0000
7.33787,1.0000
9.84969,1.0000
6.67351,1.0000
7.84162,1.0000
9.93552,1.0000
7.7925,1.0000
6.94303,1.0000
8.66321,1.0000
6.66882,1.0000
7.94217,1.0000
7.5319,1.0000
6.7012,1.0000
6.13526,1.0000
7.371,1.0000
7.47454,1.0000
6.89294,1.0000
9.98376,1.0000
8.80564,1.0000
5.59977,1.0000
9.10469,1.0000
6.44114,1.0000
9.66357,1.0000
9.53604,1.0000
7.72639,1.0000
6.12692,1.0000
9.37774,1.0000
8.50864,1.0000
7.41505,1.0000
8.78789,1.0000
5.32333,1.0000
6.84758,1.0000
6.59207,1.0000
9.78455,1.0000
6.08466,1.0000
7.32958,1.0000
7.29918,1.0000
6.85051,1.0000
7.84373,1.0000
9.20217,1.0000
6.20602,1.0000
5.87004,1.0000
6.69633,1.0000
7.66103,1.0000
8.98017,1.0000
9.91855,1.0000
5.3203,1.0000
6.87727,1.0000
6.06808,1.0000
7.23493,1.0000
7.55521,1.0000
9.76254,1.0000
7.14737,1.0000
7.46693,1.0000
9.7446,1.0000
7.41427,1.0000
9.35499,1.0000
5.54123,1.0000
7.31169,1.0000
7.63924,1.0000
9.71073,1.0000
9.45263,1.0000
7.14212,1.0000
6.00142,1.0000
9.40195,1.0000
6.65149,1.0000
5.33162,1.0000
7.044,1.0000
6.07521,1.0000
6.74544,1.0000
7.50454,1.0000
5.31794,1.0000
5.40135,1.0000
8.65008,1.0000
9.62755,1.0000
9.87779,1.0000
5.15145,1.0000
7.1616,1.0000
6.24962,1.0000
7.82358,1.0000
7.09269,1.0000
5.90716,1.0000
6.28321,1.0000
7.28079,1.0000
7.98278,1.0000
6.8965,1.0000
5.48293,1.0000
6.8274,1.0000
7.51385,1.0000
8.09729,1.0000
7.388,1.0000
6.05208,1.0000
7.27149,1.0000
8.5344,1.0000
8.55049,1.0000
9.19307,1.0000
5.71193,1.0000
9.28506,1.0000
9.62008,1.0000
5.83447,1.0000
6.52164,1.0000
8.46668,1.0000
8.86709,1.0000
8.99562,1.0000
9.32805,1.0000
7.25709,1.0000
6.47806,1.0000
9.17234,1.0000
7.16111,1.0000
5.85534,1.0000
5.4896,1.0000
9.05941,1.0000
6.11493,1.0000
9.79831,1.0000
9.26698,1.0000
7.21051,1.0000
7.80783,1.0000
6.18811,1.0000
6.99145,1.0000
9.27654,1.0000
6.87191,1.0000
9.02903,1.0000
6.54786,1.0000
7.07886,1.0000
8.22485,1.0000
7.11441,1.0000
7.82212,1.0000
7.85524,1.0000
5.29017,1.0000
8.12959,1.0000
9.04221,1.0000
9.19449,1.0000
7.49758,1.0000
8.95795,1.0000
5.5781,1.0000
8.18758,1.0000
9.76662,1.0000
9.87354,1.0000
9.21303,1.0000
6.60079,1.0000
9.84973,1.0000
6.09896,1.0000
5.51687,1.0000
5.19476,1.0000
6.05914,1.0000
5.6302,1.0000
7.66855,1.0000
6.06892,1.0000
9.38396,1.0000
7.22665,1.0000
9.59877,1.0000
6.79287,1.0000
9.85162,1.0000
7.13843,1.0000
9.46939,1.0000
7.9649,1.0000
8.60373,1.0000
5.88357,1.0000
6.74563,1.0000
6.13387,1.0000
5.9363,1.0000
7.0525,1.0000
9.69347,1.0000
7.97075,1.0000
9.53703,1.0000
7.0208,1.0000
9.77393,1.0000
7.39794,1.0000
7.44402,1.0000
6.07284,1.0000
8.94023,1.0000
6.62058,1.0000
8.56478,1.0000
6.55172,1.0000
8.9733,1.0000
5.18208,1.0000
7.16659,1.0000
7.20367,1.0000
9.50669,1.0000
6.2796,1.0000
9.18893,1.0000
5.78307,1.0000
7.63952,1.0000
6.68864,1.0000
6.21736,1.0000
7.80541,1.0000
8.54335,1.0000
8.5647,1.0000
6.89027,1.0000
7.15707,1.0000
8.4339,1.0000
7.13776,1.0000
5.069,1.0000
7.23197,1.0000
5.59018,1.0000
8.42286,1.0000
9.54247,1.0000
5.61838,1.0000
9.20331,1.0000
9.32695,1.0000
9.72076,1.0000
9.35845,1.0000
7.86203,1.0000
5.35393,1.0000
6.60023,1.0000
8.5341,1.0000
5.62985,1.0000
8.80637,1.0000
9.67964,1.0000
6.19136,1.0000
5.29184,1.0000
8.82004,1.0000
5.24241,1.0000
6.07444,1.0000
6.15061,1.0000
9.49112,1.0000
9.55396,1.0000
9.3406,1.0000
6.06677,1.0000
7.39627,1.0000
6.78824,1.0000
9.99414,1.0000
5.72818,1.0000
6.70643,1.0000
6.33405,1.0000
9.5503,1.0000
5.72673,1.0000
5.02052,1.0000
8.78081,1.0000
7.78152,1.0000
6.56557,1.0000
9.38459,1.0000
8.9089,1.0000
9.04642,1.0000
6.62856,1.0000
6.93226,1.0000
8.53824,1.0000
7.40604,1.0000
6.4622,1.0000
5.32944,1.0000
5.08537,1.0000
9.99469,1.0000
7.53176,1.0000
6.82564,1.0000
5.27885,1.0000
8.16119,1.0000
9.55314,1.0000
5.43785,1.0000
5.50916,1.0000
9.7375,1.0000
5.99337,1.0000
5.27477,1.0000
8.15848,1.0000
5.16201,1.0000
7.75153,1.0000
5.13063,1.0000
9.46926,1.0000
7.05708,1.0000
7.42438,1.0000
7.69361,1.0000
5.33023,1.0000
7.80391,1.0000
6.84467,1.0000
5.67287,1.0000
9.86608,1.0000
7.77073,1.0000
8.38321,1.0000
9.88215,1.0000
5.13916,1.0000
8.63779,1.0000
6.09424,1.0000
6.36941,1.0000
5.11649,1.0000
5.63718,1.0000
6.34366,1.0000
7.25403,1.0000
8.08477,1.0000
7.9424,1.0000
6.22605,1.0000
5.31108,1.0000
7.37526,1.0000
9.12294,1.0000
6.77759,1.0000
6.62365,1.0000
7.223,1.0000
7.74429,1.0000
9.74935,1.0000
7.61264,1.0000
5.4936,1.0000
5.40029,1.0000
8.04867,1.0000
7.82797,1.0000
8.31891,1.0000
7.17878,1.0000
9.80074,1.0000
8.38491,1.0000
5.12448,1.0000
5.45767,1.0000
7.4977,1.0000
9.57004,1.0000
9.81838,1.0000
9.70172,1.0000
7.3631,1.0000
7.80574,1.0000
9.75908,1.0000
5.07051,1.0000
6.73051,1.0000
8.63076,1.0000
6.85754,1.0000
7.12582,1.0000
8.07819,1.0000
8.94384,1.0000
6.34521,1.0000
9.65366,1.0000
7.76192,1.0000
9.26471,1.0000
5.27028,1.0000
9.84262,1.0000
7.5679,1.0000
7.5214,1.0000
9.9162,1.0000
6.6753,1.0000
9.76968,1.0000
9.3873,1.0000
8.08132,1.0000
5.00152,1.0000
9.16156,1.0000
5.93085,1.0000
5.68823,1.0000
8.99641,1.0000
7.54185,1.0000
5.71659,1.0000
6.16664,1.0000
7.68212,1.0000
8.85838,1.0000
8.79486,1.0000
6.78669,1.0000
8.87639,1.0000
7.30713,1.0000
6.84488,1.0000
8.32171,1.0000
7.17456,1.0000
5.10512,1.0000
9.60912,1.0000
5.41365,1.0000
5.58818,1.0000
9.02063,1.0000
7.07841,1.0000
6.86998,1.0000
8.49117,1.0000
6.9925,1.0000
5.49146,1.0000
9.71342,1.0000
9.90559,1.0000
5.47028,1.0000
8.51389,1.0000
5.93177,1.0000
8.11729,1.0000
7.94194,1.0000
7.41253,1.0000
9.63426,1.0000
8.16535,1.0000
6.66716,1.0000
6.30234,1.0000
5.12907,1.0000
5.49144,1.0000
7.70818,1.0000
9.36718,1.0000
5.38188,1.0000
8.10924,1.0000
8.6868,1.0000
6.54418,1.0000
8.10205,1.0000
8.02069,1.0000
8.99016,1.0000
6.06916,1.0000
8.48541,1.0000
5.79889,1.0000
9.46045,1.0000
6.65526,1.0000
7.804,1.0000
6.86993,1.0000
7.5964,1.0000
8.38385,1.0000
9.94508,1.0000
5.30288,1.0000
8.24642,1.0000
8.49001,1.0000
9.8809,1.0000
9.12673,1.0000
5.43161,1.0000
9.52544,1.0000
5.78015,1.0000
9.34672,1.0000
7.70733,1.0000
9.81586,1.0000
9.60871,1.0000
9.02261,1.0000
9.2095,1.0000
9.90072,1.0000
7.05299,1.0000
6.5412,1.0000
7.14033,1.0000
7.72028,1.0000
8.2951,1.0000
5.79542,1.0000
9.23496,1.0000
7.57009,1.0000
8.08306,1.0000
8.79069,1.0000
8.32278,1.0000
9.2954,1.0000
6.35605,1.0000
7.41586,1.0000
8.97393,1.0000
9.15275,1.0000
7.22681,1.0000
7.92301,1.0000
9.71892,1.0000
5.05091,1.0000
7.15434,1.0000
9.16456,1.0000
8.50124,1.0000
5.03611,1.0000
5.99073,1.0000
8.21328,1.0000
9.41125,1.0000
5.39853,1.0000
9.27471,1.0000
9.2289,1.0000
8.12167,1.0000
7.41795,1.0000
5.39636,1.0000
7.8385,1.0000
8.06329,1.0000
9.01334,1.0000
6.0296,1.0000
9.12536,1.0000
8.29553,1.0000
8.2928,1.0000
7.13571,1.0000
8.87893,1.0000
5.66544,1.0000
7.39297,1.0000
9.627,1.0000
5.25177,1.0000
7.36052,1.0000
6.87874,1.0000
7.95144,1.0000
6.06073,1.0000
6.21844,1.0000
8.67653,1.0000
9.05732,1.0000
8.01479,1.0000
9.53717,1.0000
7.60975,1.0000
6.46153,1.0000
5.85152,1.0000
6.88902,1.0000
9.19895,1.0000
5.39648,1.0000
9.96167,1.0000
7.97689,1.0000
5.21931,1.0000
8.29799,1.0000
8.08766,1.0000
8.56718,1.0000
5.5306,1.0000
6.48907,1.0000
7.91948,1.0000
9.1467,1.0000
5.85221,1.0000
9.30821,1.0000
5.06849,1.0000
9.25475,1.0000
6.92521,1.0000
5.64071,1.0000
7.86055,1.0000
7.71275,1.0000
9.6778,1.0000
7.6643,1.0000
6.14696,1.0000
9.86046,1.0000
9.15604,1.0000
5.32689,1.0000
9.15882,1.0000
7.62955,1.0000
5.66349,1.0000
5.72877,1.0000
8.86659,1.0000
7.73921,1.0000
9.10028,1.0000
7.15623,1.0000
9.43785,1.0000
6.08877,1.0000
5.18171,1.0000
6.78193,1.0000
9.22668,1.0000
9.33793,1.0000
5.90616,1.0000
9.99471,1.0000
6.84338,1.0000
9.29386,1.0000
8.40554,1.0000
9.86818,1.0000
7.06216,1.0000
5.43465,1.0000
7.47673,1.0000
6.25685,1.0000
7.28805,1.0000
6.69434,1.0000
5.29305,1.0000
8.49377,1.0000
8.17549,1.0000
7.2892,1.0000
9.17832,1.0000
6.53977,1.0000
7.99933,1.0000
6.00512,1.0000
7.94078,1.0000
9.38457,1.0000
7.11706,1.0000
8.92326,1.0000
6.34468,1.0000
9.39135,1.0000
5.30491,1.0000
7.82955,1.0000
5.06479,1.0000
5.01324,1.0000
6.92258,1.0000
6.04621,1.0000
5.56289,1.0000
9.33994,1.0000
7.82383,1.0000
7.14595,1.0000
8.0695,1.0000
8.23376,1.0000
7.05815,1.0000
7.55874,1.0000
7.82084,1.0000
5.43403,1.0000
9.23275,1.0000
8.96882,1.0000
7.66609,1.0000
8.7456,1.0000
6.62008,1.0000
5.52872,1.0000
5.65746,1.0000
6.33322,1.0000
5.87221,1.0000
9.26522,1.0000
5.85735,1.0000
6.56805,1.0000
7.31372,1.0000
8.98756,1.0000
8.01173,1.0000
8.00874,1.0000
5.58352,1.0000
9.41344,1.0000
8.25829,1.0000
5.29376,1.0000
5.61174,1.0000
5.87238,1.0000
5.06765,1.0000
8.61642,1.0000
5.22755,1.0000
7.00619,1.0000
8.14194,1.0000
5.73049,1.0000
6.35479,1.0000
5.96223,1.0000
9.19348,1.0000
8.63154,1.0000
5.69324,1.0000
7.40122,1.0000
5.75802,1.0000
8.56417,1.0000
5.71523,1.0000
6.68112,1.0000
8.3104,1.0000
6.63261,1.0000
8.74927,1.0000
8.5386,1.0000
8.49408,1.0000
9.44987,1.0000
5.36483,1.0000
9.16534,1.0000
5.23077,1.0000
5.71652,1.0000
6.95598,1.0000
9.52377,1.0000
8.02557,1.0000
7.17281,1.0000
7.72289,1.0000
8.95851,1.0000
9.36841,1.0000
8.69382,1.0000
6.53807,1.0000
7.12897,1.0000
9.84,1.0000
9.28956,1.0000
9.14354,1.0000
7.44685,1.0000
9.65198,1.0000
9.23743,1.0000
9.31405,1.0000
5.93653,1.0000
8.61971,1.0000
6.66236,1.0000
7.31251,1.0000
9.70512,1.0000
7.83648,1.0000
7.55665,1.0000
5.46795,1.0000
7.09893,1.0000
7.52343,1.0000
7.13797,1.0000
9.8022,1.0000
8.88369,1.0000
6.40256,1.0000
5.30381,1.0000
9.52273,1.0000
7.58212,1.0000
7.3469,1.0000
7.14164,1.0000
5.42197,1.0000
8.55207,1.0000
7.15468,1.0000
8.20646,1.0000
7.12563,1.0000
9.66732,1.0000
6.05223,1.0000
8.63719,1.0000
6.19336,1.0000
9.85172,1.0000
8.76295,1.0000
9.15142,1.0000
8.83599,1.0000
6.4574,1.0000
6.54903,1.0000
5.96591,1.0000
9.96028,1.0000
7.63803,1.0000
6.66027,1.0000
9.35776,1.0000
6.09605,1.0000
8.96724,1.0000
5.79411,1.0000
8.49937,1.0000
8.30178,1.0000
7.76546,1.0000
6.82762,1.0000
6.37806,1.0000
5.12649,1.0000
6.65056,1.0000
5.65788,1.0000
8.95006,1.0000
7.28674,1.0000
5.99875,1.0000
9.36294,1.0000
6.48067,1.0000
6.27013,1.0000
6.9685,1.0000
9.77084,1.0000
8.90189,1.0000
7.81833,1.0000
8.21096,1.0000
8.95202,1.0000
6.98324,1.0000
7.57949,1.0000
5.54408,1.0000
8.52304,1.0000
9.35679,1.0000
6.88812,1.0000
7.04101,1.0000
6.63881,1.0000
6.09432,1.0000
8.61983,1.0000
6.78997,1.0000
8.2529,1.0000
6.36822,1.0000
7.84462,1.0000
9.198,1.0000
8.92659,1.0000
5.51039,1.0000
9.71769,1.0000
8.24265,1.0000
8.08214,1.0000
8.72895,1.0000
8.42135,1.0000
8.10066,1.0000
7.93658,1.0000
8.31775,1.0000
5.3738,1.0000
9.41817,1.0000
7.91037,1.0000
9.67915,1.0000
9.91024,1.0000
5.17801,1.0000
5.51668,1.0000
8.90517,1.0000
7.03874,1.0000
6.37923,1.0000
9.64129,1.0000
8.67621,1.0000
9.83582,1.0000
5.02785,1.0000
6.52892,1.0000
9.3043,1.0000
9.40961,1.0000
9.23091,1.0000
6.51969,1.0000
7.57908,1.0000
9.59979,1.0000
7.05311,1.0000
8.49477,1.0000
9.274,1.0000
7.24002,1.0000
8.1253,1.0000
5.57262,1.0000
8.44374,1.0000
9.18499,1.0000
9.06166,1.0000
8.10037,1.0000
5.10318,1.0000
7.2587,1.0000
9.76756,1.0000
7.22658,1.0000
5.96445,1.0000
9.03549,1.0000
5.01299,1.0000
8.75493,1.0000
8.11142,1.0000
7.72191,1.0000
5.16943,1.0000
8.13301,1.0000
5.94934,1.0000
9.49493,1.0000
7.58315,1.0000
9.82252,1.0000
5.8906,1.0000
6.85534,1.0000
7.08161,1.0000
9.63791,1.0000
7.11662,1.0000
9.98091,1.0000
8.13098,1.0000
9.20268,1.0000
6.85755,1.0000
5.69589,1.0000
6.75382,1.0000
9.80839,1.0000
6.25456,1.0000
7.70763,1.0000
9.26045,1.0000
5.58436,1.0000
9.39774,1.0000
8.7517,1.0000
6.77562,1.0000
5.59927,1.0000
5.32273,1.0000
5.40059,1.0000
5.99491,1.0000
7.18802,1.0000
6.39433,1.0000
8.92077,1.0000
8.65884,1.0000
8.88926,1.0000
5.28875,1.0000
7.00748,1.0000
7.80168,1.0000
8.05361,1.0000
8.21061,1.0000
9.25871,1.0000
6.26245,1.0000
9.79711,1.0000
7.64243,1.0000
8.54066,1.0000
7.65722,1.0000
7.95782,1.0000
6.43737,1.0000
6.3717,1.0000
9.94233,1.0000
9.19742,1.0000
5.08829,1.0000
5.56072,1.0000
9.80162,1.0000
6.34057,1.0000
6.54794,1.0000
7.46022,1.0000
6.50537,1.0000
9.95771,1.0000
8.64462,1.0000
9.49621,1.0000
5.79398,1.0000
5.37277,1.0000
5.67099,1.0000
9.79282,1.0000
7.19166,1.0000
9.06987,1.0000
7.5733,1.0000
8.81082,1.0000
6.48418,1.0000
7.08101,1.0000
7.74301,1.0000
9.47877,1.0000
7.23678,1.0000
7.66325,1.0000
6.52564,1.0000
8.66243,1.0000
9.58821,1.0000
9.45612,1.0000
6.31096,1.0000
7.46847,1.0000
5.6957,1.0000
9.00046,1.0000
7.42987,1.0000
9.48872,1.0000
6.06708,1.0000
6.17552,1.0000
8.03049,1.0000
6.7932,1.0000
5.27925,1.0000
6.40945,1.0000
6.85706,1.0000
8.62848,1.0000
8.81364,1.0000
7.32142,1.0000
6.44837,1.0000
5.47834,1.0000
9.56418,1.0000
9.29936,1.0000
8.01204,1.0000
7.45848,1.0000
7.51763,1.0000
9.46757,1.0000
7.0187,1.0000
6.7516,1.0000
5.73526,1.0000
6.08121,1.0000
9.52782,1.0000
8.36541,1.0000
8.10691,1.0000
7.36513,1.0000
9.02318,1.0000
9.78389,1.0000
9.12694,1.0000
7.05812,1.0000
5.08578,1.0000
6.83554,1.0000
9.36323,1.0000
8.82454,1.0000
6.63305,1.0000
9.45247,1.0000
8.80317,1.0000
9.62644,1.0000
8.67422,1.0000
6.00597,1.0000
8.17631,1.0000
6.08279,1.0000
6.21121,1.0000
9.02696,1.0000
7.55886,1.0000
9.14879,1.0000
5.74661,1.0000
7.75083,1.0000
9.40617,1.0000
9.29765,1.0000
6.29303,1.0000
9.24481,1.0000
5.0963,1.0000
8.07277,1.0000
9.7625,1.0000
8.64599,1.0000
9.57131,1.0000
6.48471,1.0000
6.65234,1.0000
6.00931,1.0000
5.72338,1.0000
6.96199,1.0000
8.153,1.0000
6.05869,1.0000
7.91054,1.0000
6.20544,1.0000
6.08105,1.0000
6.55669,1.0000
6.61881,1.0000
7.22517,1.0000
7.22041,1.0000
8.29422,1.0000
6.6524,1.0000
8.32403,1.0000
5.8228,1.0000
7.1489,1.0000
5.21126,1.0000
6.38234,1.0000
5.65515,1.0000
9.41037,1.0000
6.42864,1.0000
6.75467,1.0000
5.19175,1.0000
7.20906,1.0000
6.90469,1.0000
9.18075,1.0000
6.38437,1.0000
9.99291,1.0000
5.10066,1.0000
6.82899,1.0000
5.80277,1.0000
5.5341,1.0000
8.77875,1.0000
6.98934,1.0000
6.45635,1.0000
9.65497,1.0000
6.65674,1.0000
5.03981,1.0000
5.35013,1.0000
5.70814,1.0000
6.30208,1.0000
7.12866,1.0000
8.16711,1.0000
5.8372,1.0000
9.9613,1.0000
9.05292,1.0000
9.52685,1.0000
8.93108,1.0000
7.84289,1.0000
6.16924,1.0000
8.69944,1.0000
8.85686,1.0000
6.50076,1.0000
8.45949,1.0000
9.68686,1.0000
8.89449,1.0000
9.18125,1.0000
8.2921,1.0000
5.78224,1.0000
7.47927,1.0000
9.40136,1.0000
9.28453,1.0000
6.66566,1.0000
9.79107,1.0000
8.10529,1.0000
7.04139,1.0000
8.12126,1.0000
